model,source,key,gt_type,p_rev,type_ok,point_err,end_err,disp_err,gt_len,mask_iou
dense,arctic,s01_scissors/scissors_use_01_s12_f00595,1,0.9463,1,0.03336,0.07304,0.04872,0.02540,0.1700
sf3d_only,arctic,s01_scissors/scissors_use_01_s13_f00628,1,0.9224,1,0.14513,0.25519,0.36345,0.02186,0.0973
noproj,arctic,s01_scissors/scissors_use_01_s13_f00628,1,0.9494,1,0.10859,0.16339,0.18342,0.02186,0.4347
dense,arctic,s01_scissors/scissors_use_01_s13_f00628,1,0.9484,1,0.03552,0.05983,0.03158,0.02186,0.1523
sf3d_only,arctic,s01_scissors/scissors_use_01_s14_f00672,1,0.8825,1,0.20613,0.17066,0.06596,0.24613,0.0006
noproj,arctic,s01_scissors/scissors_use_01_s14_f00672,1,0.9511,1,0.01662,0.25548,0.24133,0.24613,0.6434
dense,arctic,s01_scissors/scissors_use_01_s14_f00672,1,0.9275,1,0.25828,0.24707,0.19233,0.24613,0.4300
sf3d_only,arctic,s01_scissors/scissors_use_02_s00_f00053,1,0.9099,1,0.16452,0.37837,0.31635,0.03162,0.0039
noproj,arctic,s01_scissors/scissors_use_02_s00_f00053,1,0.9469,1,0.00921,0.19995,0.20911,0.03162,0.4839
dense,arctic,s01_scissors/scissors_use_02_s00_f00053,1,0.9530,1,0.02862,0.03040,0.05064,0.03162,0.2124
sf3d_only,arctic,s01_scissors/scissors_use_02_s01_f00086,1,0.8702,1,0.13513,0.25613,0.26827,0.10446,0.0000
noproj,arctic,s01_scissors/scissors_use_02_s01_f00086,1,0.9476,1,0.02293,0.22058,0.24348,0.10446,0.4133
dense,arctic,s01_scissors/scissors_use_02_s01_f00086,1,0.9269,1,0.02471,0.05201,0.07420,0.10446,0.3255
sf3d_only,arctic,s01_scissors/scissors_use_02_s02_f00116,1,0.8821,1,0.13390,0.23115,0.34422,0.05125,0.0190
noproj,arctic,s01_scissors/scissors_use_02_s02_f00116,1,0.9492,1,0.03455,0.08015,0.07586,0.05125,0.5480
dense,arctic,s01_scissors/scissors_use_02_s02_f00116,1,0.9412,1,0.03157,0.05539,0.03729,0.05125,0.4084
sf3d_only,arctic,s01_scissors/scissors_use_02_s03_f00138,1,0.9192,1,0.16767,0.13498,0.22505,0.03982,0.0223
noproj,arctic,s01_scissors/scissors_use_02_s03_f00138,1,0.9488,1,0.25355,0.13034,0.12519,0.03982,0.5031
dense,arctic,s01_scissors/scissors_use_02_s03_f00138,1,0.9436,1,0.01173,0.03722,0.02570,0.03982,0.3574
sf3d_only,arctic,s01_scissors/scissors_use_02_s04_f00151,1,0.9115,1,0.13549,0.28938,0.38331,0.06826,0.0335
noproj,arctic,s01_scissors/scissors_use_02_s04_f00151,1,0.9507,1,0.24415,0.15412,0.25819,0.06826,0.5401
dense,arctic,s01_scissors/scissors_use_02_s04_f00151,1,0.9441,1,0.00488,0.04138,0.04194,0.06826,0.4583
sf3d_only,arctic,s01_scissors/scissors_use_02_s05_f00187,1,0.9176,1,0.20036,0.22466,0.40248,0.06351,0.1357
noproj,arctic,s01_scissors/scissors_use_02_s05_f00187,1,0.9485,1,0.20801,0.15702,0.22715,0.06351,0.4557
dense,arctic,s01_scissors/scissors_use_02_s05_f00187,1,0.9448,1,0.00371,0.00310,0.00062,0.06351,0.2639
sf3d_only,arctic,s01_scissors/scissors_use_02_s06_f00224,1,0.9236,1,0.20744,0.20573,0.38621,0.03489,0.2017
noproj,arctic,s01_scissors/scissors_use_02_s06_f00224,1,0.9492,1,0.19845,0.15652,0.19503,0.03489,0.5720
dense,arctic,s01_scissors/scissors_use_02_s06_f00224,1,0.9428,1,0.02946,0.05183,0.02846,0.03489,0.4697
sf3d_only,arctic,s01_scissors/scissors_use_02_s07_f00258,1,0.9067,1,0.11257,0.23441,0.32297,0.07423,0.1489
noproj,arctic,s01_scissors/scissors_use_02_s07_f00258,1,0.9515,1,0.09662,0.13201,0.15884,0.07423,0.6465
dense,arctic,s01_scissors/scissors_use_02_s07_f00258,1,0.9454,1,0.00742,0.05565,0.04978,0.07423,0.3507
sf3d_only,arctic,s01_scissors/scissors_use_02_s08_f00298,1,0.8971,1,0.14977,0.17315,0.24534,0.03882,0.0899
noproj,arctic,s01_scissors/scissors_use_02_s08_f00298,1,0.9503,1,0.01360,0.12773,0.12567,0.03882,0.6165
dense,arctic,s01_scissors/scissors_use_02_s08_f00298,1,0.9327,1,0.00783,0.02439,0.02987,0.03882,0.4368
sf3d_only,arctic,s01_scissors/scissors_use_02_s09_f00326,1,0.8005,1,0.09601,0.37055,0.45060,0.13581,0.0000
noproj,arctic,s01_scissors/scissors_use_02_s09_f00326,1,0.9497,1,0.00911,0.10099,0.10415,0.13581,0.5844
dense,arctic,s01_scissors/scissors_use_02_s09_f00326,1,0.9326,1,0.01430,0.12179,0.12188,0.13581,0.5250
sf3d_only,arctic,s01_scissors/scissors_use_02_s10_f00409,1,0.8962,1,0.11189,0.22898,0.31181,0.05419,0.0068
noproj,arctic,s01_scissors/scissors_use_02_s10_f00409,1,0.9513,1,0.01772,0.10673,0.08931,0.05419,0.6435
dense,arctic,s01_scissors/scissors_use_02_s10_f00409,1,0.9436,1,0.01646,0.04448,0.04308,0.05419,0.4459
sf3d_only,arctic,s01_scissors/scissors_use_02_s11_f00435,1,0.9150,1,0.13009,0.31409,0.41257,0.05257,0.1527
noproj,arctic,s01_scissors/scissors_use_02_s11_f00435,1,0.9513,1,0.15887,0.11963,0.22239,0.05257,0.4664
dense,arctic,s01_scissors/scissors_use_02_s11_f00435,1,0.9417,1,0.03783,0.08685,0.05480,0.05257,0.2983
sf3d_only,arctic,s01_scissors/scissors_use_02_s12_f00475,1,0.9017,1,0.08631,0.35838,0.36759,0.04406,0.0981
noproj,arctic,s01_scissors/scissors_use_02_s12_f00475,1,0.9506,1,0.16504,0.09379,0.12895,0.04406,0.5843
dense,arctic,s01_scissors/scissors_use_02_s12_f00475,1,0.9412,1,0.02445,0.02793,0.01658,0.04406,0.3619
sf3d_only,arctic,s01_scissors/scissors_use_02_s13_f00525,1,0.9079,1,0.10400,0.28202,0.37021,0.03747,0.0048
noproj,arctic,s01_scissors/scissors_use_02_s13_f00525,1,0.9499,1,0.00738,0.04402,0.05080,0.03747,0.5441
dense,arctic,s01_scissors/scissors_use_02_s13_f00525,1,0.9316,1,0.00943,0.03338,0.02997,0.03747,0.4717
sf3d_only,arctic,s01_scissors/scissors_use_02_s14_f00570,1,0.8857,1,0.11118,0.41174,0.50544,0.07685,0.0160
noproj,arctic,s01_scissors/scissors_use_02_s14_f00570,1,0.9476,1,0.02163,0.08604,0.10426,0.07685,0.4746
dense,arctic,s01_scissors/scissors_use_02_s14_f00570,1,0.9362,1,0.00304,0.06248,0.06418,0.07685,0.4701
sf3d_only,arctic,s01_scissors/scissors_use_02_s15_f00591,1,0.9258,1,0.11252,0.26298,0.16441,0.24878,0.0019
noproj,arctic,s01_scissors/scissors_use_02_s15_f00591,1,0.9520,1,0.09765,0.09286,0.17862,0.24878,0.6178
dense,arctic,s01_scissors/scissors_use_02_s15_f00591,1,0.9245,1,0.23450,0.07703,0.24225,0.24878,0.5576
sf3d_only,arctic,s01_waffleiron/waffleiron_use_01_s00_f00100,1,0.1085,0,0.16403,0.71922,0.55523,1.00358,0.0306
noproj,arctic,s01_waffleiron/waffleiron_use_01_s00_f00100,1,0.9474,1,0.02945,0.44742,0.43029,1.00358,0.8436
dense,arctic,s01_waffleiron/waffleiron_use_01_s00_f00100,1,0.9349,1,0.07857,0.46503,0.41498,1.00358,0.4699
sf3d_only,arctic,s01_waffleiron/waffleiron_use_01_s01_f00146,1,0.0537,0,0.55898,1.03542,0.90044,1.05150,0.0000
noproj,arctic,s01_waffleiron/waffleiron_use_01_s01_f00146,1,0.9458,1,0.05723,0.20872,0.26291,1.05150,0.6617
dense,arctic,s01_waffleiron/waffleiron_use_01_s01_f00146,1,0.9676,1,0.16149,0.22140,0.29210,1.05150,0.0103
sf3d_only,arctic,s01_waffleiron/waffleiron_use_01_s02_f00253,1,0.1105,0,0.15486,0.57935,0.45557,1.05828,0.0232
noproj,arctic,s01_waffleiron/waffleiron_use_01_s02_f00253,1,0.9473,1,0.03570,0.37982,0.35310,1.05828,0.8267
dense,arctic,s01_waffleiron/waffleiron_use_01_s02_f00253,1,0.9410,1,0.07753,0.64517,0.60680,1.05828,0.5952
sf3d_only,arctic,s01_waffleiron/waffleiron_use_01_s03_f00290,1,0.0568,0,0.62062,0.95739,0.97191,0.56106,0.0000
noproj,arctic,s01_waffleiron/waffleiron_use_01_s03_f00290,1,0.9439,1,0.07974,0.31786,0.38801,0.56106,0.6288
dense,arctic,s01_waffleiron/waffleiron_use_01_s03_f00290,1,0.9563,1,0.11965,0.18212,0.21609,0.56106,0.1957
sf3d_only,arctic,s01_waffleiron/waffleiron_use_01_s04_f00355,1,0.0584,0,0.22573,0.82871,0.60422,0.21515,0.0293
noproj,arctic,s01_waffleiron/waffleiron_use_01_s04_f00355,1,0.9457,1,0.03375,0.24698,0.22226,0.21515,0.5228
dense,arctic,s01_waffleiron/waffleiron_use_01_s04_f00355,1,0.9452,1,0.11026,0.33627,0.24926,0.21515,0.0188
sf3d_only,arctic,s01_waffleiron/waffleiron_use_01_s05_f00382,1,0.0501,0,0.53135,1.00298,0.71253,1.00588,0.0000
noproj,arctic,s01_waffleiron/waffleiron_use_01_s05_f00382,1,0.9445,1,0.01436,0.14273,0.13053,1.00588,0.7480
dense,arctic,s01_waffleiron/waffleiron_use_01_s05_f00382,1,0.9618,1,0.08247,0.15756,0.18051,1.00588,0.1552
sf3d_only,arctic,s01_waffleiron/waffleiron_use_01_s06_f00441,1,0.1840,0,0.22969,1.18499,1.09680,1.37178,0.0357
noproj,arctic,s01_waffleiron/waffleiron_use_01_s06_f00441,1,0.9460,1,0.02679,0.77065,0.76180,1.37178,0.5118
dense,arctic,s01_waffleiron/waffleiron_use_01_s06_f00441,1,0.9405,1,0.01470,1.31015,1.31902,1.37178,0.6746
sf3d_only,arctic,s01_waffleiron/waffleiron_use_01_s07_f00479,1,0.0745,0,0.19865,0.78479,0.73790,1.15207,0.0243
noproj,arctic,s01_waffleiron/waffleiron_use_01_s07_f00479,1,0.9503,1,0.08099,0.79665,0.82245,1.15207,0.5806
dense,arctic,s01_waffleiron/waffleiron_use_01_s07_f00479,1,0.9561,1,0.18539,0.50417,0.61441,1.15207,0.0178
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s00_f00112,1,0.1783,0,0.16188,1.03706,0.96313,0.91845,0.0298
noproj,arctic,s01_waffleiron/waffleiron_use_02_s00_f00112,1,0.9470,1,0.00509,0.72981,0.72678,0.91845,0.8422
dense,arctic,s01_waffleiron/waffleiron_use_02_s00_f00112,1,0.9409,1,0.00981,0.87373,0.86394,0.91845,0.7065
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s01_f00140,1,0.0617,0,0.23683,0.76700,0.78824,0.93699,0.0019
noproj,arctic,s01_waffleiron/waffleiron_use_02_s01_f00140,1,0.9428,1,0.06723,0.92155,0.95210,0.93699,0.7485
dense,arctic,s01_waffleiron/waffleiron_use_02_s01_f00140,1,0.9450,1,0.16391,0.72207,0.71193,0.93699,0.0470
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s02_f00224,1,0.0841,0,0.07581,0.86505,0.82318,0.94284,0.0957
noproj,arctic,s01_waffleiron/waffleiron_use_02_s02_f00224,1,0.9438,1,0.02937,0.52525,0.50984,0.94284,0.4078
dense,arctic,s01_waffleiron/waffleiron_use_02_s02_f00224,1,0.9276,1,0.06241,0.10008,0.07434,0.94284,0.2390
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s03_f00261,1,0.0453,0,0.55086,0.92118,0.70643,0.80742,0.0000
noproj,arctic,s01_waffleiron/waffleiron_use_02_s03_f00261,1,0.9419,1,0.13355,0.22538,0.17827,0.80742,0.1549
dense,arctic,s01_waffleiron/waffleiron_use_02_s03_f00261,1,0.9551,1,0.21076,0.14866,0.35640,0.80742,0.0207
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s04_f00340,1,0.0689,0,0.20530,0.96224,0.77967,0.21957,0.0402
noproj,arctic,s01_waffleiron/waffleiron_use_02_s04_f00340,1,0.9495,1,0.03057,0.35403,0.32513,0.21957,0.1508
dense,arctic,s01_waffleiron/waffleiron_use_02_s04_f00340,1,0.9431,1,0.05780,0.21290,0.18063,0.21957,0.1263
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s05_f00372,1,0.0607,0,0.38140,0.82601,0.65522,0.10569,0.0000
noproj,arctic,s01_waffleiron/waffleiron_use_02_s05_f00372,1,0.9483,1,0.37551,0.45794,0.27089,0.10569,0.6473
dense,arctic,s01_waffleiron/waffleiron_use_02_s05_f00372,1,0.9060,1,0.20127,0.08891,0.11918,0.10569,0.1519
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s06_f00389,1,0.0685,0,0.16541,0.78905,0.63404,0.68779,0.0175
noproj,arctic,s01_waffleiron/waffleiron_use_02_s06_f00389,1,0.9491,1,0.05315,0.30564,0.26780,0.68779,0.3625
dense,arctic,s01_waffleiron/waffleiron_use_02_s06_f00389,1,0.9468,1,0.09189,0.45393,0.36503,0.68779,0.1285
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s07_f00442,1,0.0771,0,0.11164,0.85824,0.77216,0.16666,0.0334
noproj,arctic,s01_waffleiron/waffleiron_use_02_s07_f00442,1,0.9475,1,0.05714,0.16148,0.14819,0.16666,0.7030
dense,arctic,s01_waffleiron/waffleiron_use_02_s07_f00442,1,0.9427,1,0.07283,0.09248,0.08757,0.16666,0.0164
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s08_f00493,1,0.1455,0,0.17434,0.89814,0.96230,0.32015,0.0000
noproj,arctic,s01_waffleiron/waffleiron_use_02_s08_f00493,1,0.9422,1,0.02409,0.37694,0.39483,0.32015,0.6568
dense,arctic,s01_waffleiron/waffleiron_use_02_s08_f00493,1,0.9561,1,0.05591,0.48591,0.52685,0.32015,0.2775
sf3d_only,arctic,s01_waffleiron/waffleiron_use_02_s09_f00531,1,0.0655,0,0.17581,0.54635,0.69468,1.05793,0.0130
noproj,arctic,s01_waffleiron/waffleiron_use_02_s09_f00531,1,0.9500,1,0.72017,0.33160,0.39298,1.05793,0.0137
dense,arctic,s01_waffleiron/waffleiron_use_02_s09_f00531,1,0.9508,1,0.30313,0.02754,0.32865,1.05793,0.0212
sf3d_only,arctic,s02_laptop/laptop_use_01_s00_f00113,1,0.1452,0,0.13264,1.59891,1.69186,1.40456,0.0000
noproj,arctic,s02_laptop/laptop_use_01_s00_f00113,1,0.9493,1,0.00953,1.08577,1.07991,1.40456,0.6833
dense,arctic,s02_laptop/laptop_use_01_s00_f00113,1,0.9499,1,0.03231,0.61206,0.59204,1.40456,0.6053
sf3d_only,arctic,s02_laptop/laptop_use_01_s02_f00318,1,0.0967,0,0.21499,2.85300,3.03053,2.78283,0.0000
noproj,arctic,s02_laptop/laptop_use_01_s02_f00318,1,0.9488,1,0.01382,2.26028,2.26738,2.78283,0.6935
dense,arctic,s02_laptop/laptop_use_01_s02_f00318,1,0.9486,1,0.03866,1.74573,1.74203,2.78283,0.6462
sf3d_only,arctic,s02_laptop/laptop_use_02_s00_f00064,1,0.6282,1,0.12944,0.75701,0.71202,0.65014,0.0000
noproj,arctic,s02_laptop/laptop_use_02_s00_f00064,1,0.9463,1,0.02363,0.39368,0.38886,0.65014,0.9475
dense,arctic,s02_laptop/laptop_use_02_s00_f00064,1,0.9510,1,0.05432,0.09762,0.10825,0.65014,0.8368
sf3d_only,arctic,s02_laptop/laptop_use_02_s01_f00207,1,0.0727,0,0.60330,0.31644,0.52963,0.80401,0.0000
noproj,arctic,s02_laptop/laptop_use_02_s01_f00207,1,0.9510,1,0.01518,0.58759,0.59086,0.80401,0.9336
dense,arctic,s02_laptop/laptop_use_02_s01_f00207,1,0.9578,1,0.03205,0.22695,0.23365,0.80401,0.6097
sf3d_only,arctic,s02_laptop/laptop_use_02_s02_f00317,1,0.2583,0,0.19809,1.15658,1.30829,0.79799,0.0000
noproj,arctic,s02_laptop/laptop_use_02_s02_f00317,1,0.9479,1,0.02606,0.36148,0.35451,0.79799,0.8995
dense,arctic,s02_laptop/laptop_use_02_s02_f00317,1,0.9479,1,0.04679,0.20713,0.18695,0.79799,0.8521
sf3d_only,arctic,s02_laptop/laptop_use_02_s03_f00443,1,0.0708,0,0.67607,0.27689,0.54882,0.79286,0.0000
noproj,arctic,s02_laptop/laptop_use_02_s03_f00443,1,0.9500,1,0.02576,0.16470,0.17727,0.79286,0.9432
dense,arctic,s02_laptop/laptop_use_02_s03_f00443,1,0.9496,1,0.03081,0.26624,0.27924,0.79286,0.6679
sf3d_only,arctic,s02_laptop/laptop_use_02_s04_f00573,1,0.6179,1,0.12154,0.79539,0.81270,0.81055,0.0146
noproj,arctic,s02_laptop/laptop_use_02_s04_f00573,1,0.9470,1,0.08589,0.50770,0.45900,0.81055,0.9181
dense,arctic,s02_laptop/laptop_use_02_s04_f00573,1,0.9459,1,0.18244,0.29887,0.20571,0.81055,0.8687
sf3d_only,arctic,s04_laptop/laptop_use_01_s00_f00049,1,0.2972,0,0.18104,0.85447,1.01762,0.70316,0.0000
noproj,arctic,s04_laptop/laptop_use_01_s00_f00049,1,0.9478,1,0.02539,0.51575,0.49759,0.70316,0.8617
dense,arctic,s04_laptop/laptop_use_01_s00_f00049,1,0.9452,1,0.04031,0.13064,0.11427,0.70316,0.7447
sf3d_only,arctic,s04_laptop/laptop_use_01_s01_f00080,1,0.0596,0,0.58533,0.09558,0.56619,0.74786,0.0000
noproj,arctic,s04_laptop/laptop_use_01_s01_f00080,1,0.9474,1,0.04855,0.69962,0.74667,0.74786,0.6854
dense,arctic,s04_laptop/laptop_use_01_s01_f00080,1,0.9457,1,0.03157,0.05945,0.08668,0.74786,0.5598
sf3d_only,arctic,s04_laptop/laptop_use_01_s02_f00176,1,0.2494,0,0.12645,0.94419,1.06422,0.78363,0.0029
noproj,arctic,s04_laptop/laptop_use_01_s02_f00176,1,0.9486,1,0.01423,0.52899,0.51483,0.78363,0.8417
dense,arctic,s04_laptop/laptop_use_01_s02_f00176,1,0.9471,1,0.02484,0.22095,0.19847,0.78363,0.7418
sf3d_only,arctic,s04_laptop/laptop_use_01_s04_f00285,1,0.3495,0,0.38387,0.73849,0.90848,0.59878,0.0000
noproj,arctic,s04_laptop/laptop_use_01_s04_f00285,1,0.9484,1,0.08626,0.27307,0.19351,0.59878,0.9379
dense,arctic,s04_laptop/laptop_use_01_s04_f00285,1,0.9407,1,0.56815,0.66623,0.23584,0.59878,0.8791
sf3d_only,arctic,s04_laptop/laptop_use_01_s05_f00577,1,0.0786,0,0.44773,0.26291,0.42936,0.68810,0.0000
noproj,arctic,s04_laptop/laptop_use_01_s05_f00577,1,0.9503,1,0.01393,0.75209,0.76428,0.68810,0.9002
dense,arctic,s04_laptop/laptop_use_01_s05_f00577,1,0.9567,1,0.01033,0.16068,0.15106,0.68810,0.7108
sf3d_only,arctic,s04_laptop/laptop_use_01_s06_f00659,1,0.1494,0,0.15753,1.38702,1.53947,1.28006,0.0022
noproj,arctic,s04_laptop/laptop_use_01_s06_f00659,1,0.9498,1,0.02325,0.81803,0.84124,1.28006,0.7594
dense,arctic,s04_laptop/laptop_use_01_s06_f00659,1,0.9484,1,0.01900,0.46354,0.46692,1.28006,0.6305
sf3d_only,arctic,s04_laptop/laptop_use_02_s00_f00053,1,0.0993,0,0.32618,0.95064,1.16485,0.64224,0.0000
noproj,arctic,s04_laptop/laptop_use_02_s00_f00053,1,0.9466,1,0.21936,0.28569,0.23147,0.64224,0.9187
dense,arctic,s04_laptop/laptop_use_02_s00_f00053,1,0.9440,1,0.00833,0.18151,0.18681,0.64224,0.8931
sf3d_only,arctic,s04_laptop/laptop_use_02_s01_f00099,1,0.0589,0,0.53222,0.28361,0.44989,0.64771,0.0000
noproj,arctic,s04_laptop/laptop_use_02_s01_f00099,1,0.9538,1,0.05236,0.71126,0.68670,0.64771,0.9221
dense,arctic,s04_laptop/laptop_use_02_s01_f00099,1,0.9521,1,0.51594,0.49697,0.25061,0.64771,0.6876
sf3d_only,arctic,s04_laptop/laptop_use_02_s02_f00175,1,0.2059,0,0.21179,0.89068,1.07118,0.75523,0.0000
noproj,arctic,s04_laptop/laptop_use_02_s02_f00175,1,0.9489,1,0.01078,0.54423,0.54889,0.75523,0.8227
dense,arctic,s04_laptop/laptop_use_02_s02_f00175,1,0.9469,1,0.01494,0.16388,0.15753,0.75523,0.6849
sf3d_only,arctic,s04_laptop/laptop_use_02_s04_f00331,1,0.1797,0,0.15180,1.16508,1.31322,1.06535,0.0000
noproj,arctic,s04_laptop/laptop_use_02_s04_f00331,1,0.9492,1,0.01666,0.63107,0.64683,1.06535,0.7435
dense,arctic,s04_laptop/laptop_use_02_s04_f00331,1,0.9470,1,0.01046,0.27693,0.27654,1.06535,0.7206
sf3d_only,arctic,s05_box/box_use_01_s00_f00120,1,0.0970,0,0.30459,0.32487,0.52912,1.34839,0.0000
noproj,arctic,s05_box/box_use_01_s00_f00120,1,0.9482,1,0.01417,0.79460,0.80757,1.34839,0.8733
dense,arctic,s05_box/box_use_01_s00_f00120,1,0.9534,1,0.04277,0.13198,0.10463,1.34839,0.6659
sf3d_only,arctic,s05_box/box_use_01_s02_f00344,1,0.0635,0,0.33056,0.85945,0.67760,0.41425,0.0036
noproj,arctic,s05_box/box_use_01_s02_f00344,1,0.9447,1,0.02005,0.20179,0.18229,0.41425,0.9232
dense,arctic,s05_box/box_use_01_s02_f00344,1,0.9531,1,0.02874,0.15478,0.15054,0.41425,0.8453
sf3d_only,arctic,s05_box/box_use_01_s03_f00384,1,0.0691,0,0.16670,0.56618,0.48449,0.12775,0.0000
noproj,arctic,s05_box/box_use_01_s03_f00384,1,0.9470,1,0.03977,0.69023,0.66411,0.12775,0.9666
dense,arctic,s05_box/box_use_01_s03_f00384,1,0.9336,1,0.06573,0.51209,0.54291,0.12775,0.5285
sf3d_only,arctic,s05_box/box_use_01_s04_f00413,1,0.2182,0,0.26419,0.79549,0.64181,0.30436,0.0042
noproj,arctic,s05_box/box_use_01_s04_f00413,1,0.9467,1,0.08425,0.62259,0.55259,0.30436,0.6992
dense,arctic,s05_box/box_use_01_s04_f00413,1,0.9502,1,0.05475,0.24274,0.19846,0.30436,0.3736
sf3d_only,arctic,s05_box/box_use_01_s05_f00459,1,0.0791,0,0.05870,1.09386,1.15192,0.83883,0.0066
noproj,arctic,s05_box/box_use_01_s05_f00459,1,0.9519,1,0.04685,0.98450,1.03058,0.83883,0.9074
dense,arctic,s05_box/box_use_01_s05_f00459,1,0.9319,1,0.02236,0.05929,0.05984,0.83883,0.3734
sf3d_only,arctic,s05_box/box_use_01_s06_f00519,1,0.1335,0,0.20876,0.93215,1.05500,0.58346,0.0000
noproj,arctic,s05_box/box_use_01_s06_f00519,1,0.9461,1,0.00587,0.51997,0.51630,0.58346,0.6935
dense,arctic,s05_box/box_use_01_s06_f00519,1,0.9400,1,0.03029,0.27142,0.24231,0.58346,0.1528
sf3d_only,arctic,s05_box/box_use_01_s07_f00576,1,0.3181,0,0.15324,0.98222,0.95074,0.62939,0.0384
noproj,arctic,s05_box/box_use_01_s07_f00576,1,0.9471,1,0.00952,0.62100,0.63022,0.62939,0.6868
dense,arctic,s05_box/box_use_01_s07_f00576,1,0.9446,1,0.04453,0.05605,0.02949,0.62939,0.1549
sf3d_only,arctic,s05_box/box_use_02_s00_f00119,1,0.2218,0,0.13487,1.11756,1.14917,1.36134,0.0000
noproj,arctic,s05_box/box_use_02_s00_f00119,1,0.9454,1,0.00562,0.85447,0.85755,1.36134,0.8408
dense,arctic,s05_box/box_use_02_s00_f00119,1,0.9512,1,0.04058,0.36435,0.32968,1.36134,0.5887
sf3d_only,arctic,s05_box/box_use_02_s02_f00306,1,0.1518,0,0.08459,0.51764,0.60101,0.69057,0.0012
noproj,arctic,s05_box/box_use_02_s02_f00306,1,0.9436,1,0.02997,0.56937,0.55659,0.69057,0.6939
dense,arctic,s05_box/box_use_02_s02_f00306,1,0.9386,1,0.03206,0.32993,0.34513,0.69057,0.5033
sf3d_only,arctic,s05_box/box_use_02_s04_f00492,1,0.0918,0,0.26332,0.90140,0.79563,0.43832,0.0000
noproj,arctic,s05_box/box_use_02_s04_f00492,1,0.9478,1,0.06795,0.43038,0.37258,0.43832,0.9249
dense,arctic,s05_box/box_use_02_s04_f00492,1,0.9563,1,0.07911,0.13551,0.09469,0.43832,0.8686
sf3d_only,arctic,s05_box/box_use_02_s05_f00523,1,0.1176,0,0.31035,0.72137,0.55781,0.47311,0.0085
noproj,arctic,s05_box/box_use_02_s05_f00523,1,0.9514,1,0.03280,0.83028,0.83489,0.47311,0.9190
dense,arctic,s05_box/box_use_02_s05_f00523,1,0.9428,1,0.17223,0.13719,0.13704,0.47311,0.5114
sf3d_only,arctic,s06_notebook/notebook_use_01_s00_f00042,1,0.4199,0,0.12019,0.19746,0.31764,0.06061,0.0000
noproj,arctic,s06_notebook/notebook_use_01_s00_f00042,1,0.9501,1,0.00963,0.24811,0.24189,0.06061,0.8378
dense,arctic,s06_notebook/notebook_use_01_s00_f00042,1,0.9372,1,0.05784,0.02748,0.07863,0.06061,0.6895
sf3d_only,arctic,s06_notebook/notebook_use_01_s01_f00063,1,0.4911,0,0.22302,0.31258,0.32772,0.27815,0.0000
noproj,arctic,s06_notebook/notebook_use_01_s01_f00063,1,0.9533,1,0.24557,0.15586,0.23697,0.27815,0.8419
dense,arctic,s06_notebook/notebook_use_01_s01_f00063,1,0.9461,1,0.23296,0.20421,0.03031,0.27815,0.7483
sf3d_only,arctic,s06_notebook/notebook_use_01_s02_f00092,1,0.1902,0,0.13158,0.22475,0.30815,0.10426,0.0000
noproj,arctic,s06_notebook/notebook_use_01_s02_f00092,1,0.9489,1,0.23246,0.10826,0.12883,0.10426,0.8822
dense,arctic,s06_notebook/notebook_use_01_s02_f00092,1,0.9378,1,0.08917,0.10181,0.09632,0.10426,0.8443
sf3d_only,arctic,s06_notebook/notebook_use_01_s03_f00127,1,0.1294,0,0.11085,0.20293,0.27593,0.05330,0.0000
noproj,arctic,s06_notebook/notebook_use_01_s03_f00127,1,0.9475,1,0.24502,0.18465,0.36806,0.05330,0.8611
dense,arctic,s06_notebook/notebook_use_01_s03_f00127,1,0.9328,1,0.24207,0.24969,0.01411,0.05330,0.8391
sf3d_only,arctic,s06_notebook/notebook_use_01_s04_f00258,1,0.1336,0,0.25084,0.71909,0.48495,0.25230,0.0000
noproj,arctic,s06_notebook/notebook_use_01_s04_f00258,1,0.9466,1,0.15544,0.21656,0.22280,0.25230,0.9184
dense,arctic,s06_notebook/notebook_use_01_s04_f00258,1,0.9514,1,0.22340,0.27613,0.06044,0.25230,0.4671
sf3d_only,arctic,s06_notebook/notebook_use_01_s05_f00302,1,0.6810,1,0.15709,0.18337,0.02852,0.06512,0.0000
noproj,arctic,s06_notebook/notebook_use_01_s05_f00302,1,0.9529,1,0.00619,0.19565,0.19069,0.06512,0.8922
dense,arctic,s06_notebook/notebook_use_01_s05_f00302,1,0.9358,1,0.02665,0.08002,0.07475,0.06512,0.8030
sf3d_only,arctic,s06_notebook/notebook_use_01_s06_f00325,1,0.1422,0,0.27967,0.26483,0.34490,0.09145,0.0000
noproj,arctic,s06_notebook/notebook_use_01_s06_f00325,1,0.9513,1,0.03800,0.45521,0.44036,0.09145,0.8913
dense,arctic,s06_notebook/notebook_use_01_s06_f00325,1,0.9648,1,0.03042,0.03631,0.03745,0.09145,0.8114
